Txn Ref,Posted On,Cust No,Txn Amount (USD),Entry Mode,Payee Name,MCC Group,Payee Age (d),Txn Country,Billing Country,New Device?,Trans Count 24H,Avg Txn 30D,Days Since Open,Particulars,Confirmed Fraud
TX-100750,2026-08-21 02:16:05,AC-4153,15.33,card_not_present,Halcyon Group,grocery,24,BD,BD,N,1,28.35,292,new payee first transfer,1
TX-100751,2026-08-20 18:28:59,AC-4748,11.17,card_present,Larkspur Exchange,telecom_topup,145,US,US,N,9,15.89,9,recurring subscription renewal,0
TX-100752,2026-08-22 09:14:42,AC-4540,10.64,wallet,Vireo Mart,gift_cards,981,GB,GB,N,8,8.63,5,grocery basket,0
TX-100753,2026-08-26 04:41:26,AC-4444,23.62,wallet,Corvid Retail,fuel,405,BD,BD,N,1,25.58,12,grocery basket,0
TX-100754,2026-08-31 07:55:19,AC-4426,56.39,card_present,Meridian Mart,fuel,10,NG,GB,Y,3,19.19,33,grocery basket,0
TX-100755,2026-08-23 20:19:16,AC-4070,15.43,card_not_present,Orbit Trading,restaurant,33,GB,GB,N,13,17.91,301,in store purchase,0
TX-100756,2026-09-07 20:57:24,AC-4656,10.45,wallet,Pallas Group,utilities,271,US,US,N,1,8.83,178,recurring subscription renewal,0
TX-100757,2026-08-19 04:54:55,AC-4850,11.74,card_not_present,Kestrel Supply,grocery,3,BD,BD,N,2,7.74,359,payroll credit,0
TX-100758,2026-08-17 17:29:57,AC-4873,3.53,atm,Tindal Trading,grocery,12,BD,BD,N,6,7.5,116,payroll credit,0
TX-100759,2026-09-12 05:08:24,AC-4422,0.56,card_not_present,Verdant Trading,electronics,24,RU,US,N,4,12.83,89,in store purchase,0
TX-100760,2026-08-19 22:39:40,AC-4448,94.15,atm,Aster Digital,apparel,1,AE,GB,N,1,62.73,423,monthly utility bill,0
TX-100761,2026-09-01 14:39:11,AC-4531,30.5,wire_transfer,Verdant Supply,travel,92,SG,BD,Y,1,26.53,396,regular vendor payment,0
TX-100762,2026-09-03 23:16:11,AC-4284,46.67,wire_transfer,Hollow Trading,restaurant,3,BD,BD,N,5,38.27,13,monthly utility bill,0
TX-100763,2026-08-18 06:39:44,AC-4357,89.8,wallet,Corvid Mart,utilities,2,GB,GB,N,12,54.33,315,regular vendor payment,0
TX-100764,2026-08-28 21:48:16,AC-4699,8.52,card_present,Orbit Trading,electronics,42,GB,GB,N,1,8.04,112,grocery basket,0
TX-100765,2026-08-29 06:43:37,AC-4682,9.06,wallet,Tindal Exchange,fuel,127,BD,BD,N,8,12.1,212,regular vendor payment,0
TX-100766,2026-09-16 11:18:58,AC-4735,1.05,card_not_present,Corvid Retail,fuel,610,US,US,N,4,13.08,188,recurring subscription renewal,0
TX-100767,2026-08-18 15:19:37,AC-4413,162.8,atm,Halcyon Group,fuel,8,US,US,N,1,15.72,197,recurring subscription renewal,0
TX-100768,2026-09-15 20:09:14,AC-4042,13.21,card_not_present,Nexa Mart,telecom_topup,61,BD,BD,N,8,12.64,518,in store purchase,0
TX-100769,2026-09-06 16:58:40,AC-4664,6.68,wallet,Quarry Trading,fuel,1,US,US,Y,1,11.51,505,grocery basket,0
TX-100770,2026-09-15 07:27:50,AC-4289,17.83,card_not_present,Pallas Mart,grocery,28,BD,BD,N,5,23.69,7,grocery basket,0
TX-100771,2026-08-23 20:36:01,AC-4223,12.85,wallet,Quarry Retail,crypto_exchange,5,GB,GB,Y,1,10.61,6,payroll credit,0
TX-100772,2026-09-14 17:39:52,AC-4562,16.17,card_present,Mistral Trading,money_transfer,1,GB,GB,N,2,22.84,426,regular vendor payment,0
TX-100773,2026-09-15 23:08:44,AC-4031,11.98,card_not_present,Larkspur Retail,apparel,2,BD,BD,Y,6,14.63,606,regular vendor payment,0
TX-100774,2026-08-18 18:01:39,AC-4070,3.16,card_present,Pallas Supply,gift_cards,1,US,US,N,2,20.31,26,payroll credit,0
TX-100775,2026-09-11 17:51:22,AC-4658,3.53,atm,Verdant Exchange,travel,3,AE,US,N,1,5,7,payroll credit,0
TX-100776,2026-08-18 23:46:57,AC-4671,23.32,card_not_present,Orbit Trading,utilities,9,US,US,N,1,41.16,70,regular vendor payment,0
TX-100777,2026-08-21 19:27:19,AC-4329,54.7,card_present,Larkspur Labs,pharmacy,38,US,US,N,7,40.88,568,regular vendor payment,0
TX-100778,2026-08-27 09:03:47,AC-4218,465.88,card_not_present,Hollow Mart,electronics,364,US,US,N,5,35.5,15,recurring subscription renewal,0
TX-100779,2026-09-05 14:55:06,AC-4488,144.61,card_not_present,Verdant Trading,fuel,28,BD,BD,N,4,79.82,238,monthly utility bill,0
TX-100780,2026-08-30 18:51:09,AC-4514,37.36,wallet,Aster Group,restaurant,21,BD,BD,Y,1,59.19,189,regular vendor payment,0
TX-100781,2026-09-08 10:51:55,AC-4443,10.13,atm,Nexa Mart,money_transfer,909,US,US,N,2,11.37,496,fuel top up,0
TX-100782,2026-08-29 18:59:15,AC-4737,188.54,card_present,Halcyon Group,money_transfer,61,US,US,N,1,192.17,15,fuel top up,0
TX-100783,2026-09-08 13:11:46,AC-4256,59.39,card_present,Pallas Retail,grocery,3,US,US,Y,2,59.19,70,regular vendor payment,0
TX-100784,2026-08-24 14:36:38,AC-4032,9,wire_transfer,Nexa Mart,travel,597,BD,BD,N,3,5,28,payroll credit,0
TX-100785,2026-09-15 01:29:53,AC-4120,74.28,wire_transfer,Hollow Digital,gift_cards,309,US,US,Y,2,7.02,34,monthly utility bill,0
TX-100786,2026-09-02 10:49:14,AC-4270,13.06,wire_transfer,Pallas Trading,restaurant,783,GB,GB,N,1,9.22,39,payroll credit,0
TX-100787,2026-09-14 02:48:47,AC-4893,27.06,atm,Nexa Retail,restaurant,1,BD,BD,Y,1,40,132,monthly utility bill,0
TX-100788,2026-09-11 19:37:27,AC-4811,17.98,wire_transfer,Orbit Retail,restaurant,4,BD,BD,N,1,15.42,419,payroll credit,0
TX-100789,2026-08-31 20:59:09,AC-4157,2.6,atm,Orbit Retail,apparel,63,US,US,Y,4,12.95,183,regular vendor payment,0
TX-100790,2026-09-06 20:09:06,AC-4073,28.37,wallet,Halcyon Labs,gift_cards,371,BD,BD,N,1,27.8,643,in store purchase,0
TX-100791,2026-09-12 05:30:38,AC-4713,37.07,wallet,Hollow Mart,crypto_exchange,3,US,US,Y,5,27.39,148,in store purchase,0
TX-100792,2026-08-26 17:02:46,AC-4763,8.77,wallet,Nexa Labs,travel,582,DE,BD,Y,8,13.79,25,regular vendor payment,0
TX-100793,2026-09-15 12:27:53,AC-4218,227.74,wallet,Quarry Labs,pharmacy,27,GB,GB,N,8,11.2,54,card verification test,1
TX-100794,2026-08-26 21:30:23,AC-4463,9.73,wallet,Pallas Trading,crypto_exchange,7,GB,GB,Y,12,10.61,342,payroll credit,0
TX-100795,2026-09-14 08:04:25,AC-4489,8.08,card_present,Hollow Labs,utilities,12,IN,GB,N,1,7.76,144,monthly utility bill,0
TX-100796,2026-09-03 17:25:11,AC-4475,25.96,wire_transfer,Verdant Exchange,restaurant,6,US,US,N,1,23.75,968,payroll credit,0
TX-100797,2026-08-22 21:31:15,AC-4235,44.81,wire_transfer,Hollow Digital,telecom_topup,9,BD,BD,Y,4,36.85,8,regular vendor payment,0
TX-100798,2026-08-30 07:28:08,AC-4556,33.96,wire_transfer,Pallas Trading,travel,10,GB,GB,N,2,30.31,495,grocery basket,0
TX-100799,2026-08-24 09:30:38,AC-4598,27.7,atm,Halcyon Digital,utilities,5,MY,BD,Y,1,24.17,140,recurring subscription renewal,0
TX-100800,2026-08-26 20:23:01,AC-4873,17.73,card_present,Vireo Exchange,gift_cards,31,GB,GB,Y,2,32.56,1205,recurring subscription renewal,0
TX-100801,2026-09-16 15:41:16,AC-4824,12.25,card_not_present,Hollow Exchange,apparel,7,US,US,N,3,10.81,116,in store purchase,0
TX-100802,2026-09-07 13:17:43,AC-4507,47.92,wallet,Larkspur Supply,gift_cards,11,BD,BD,N,5,68.97,5,monthly utility bill,0
TX-100803,2026-09-01 02:44:16,AC-4172,39.23,wallet,Vireo Exchange,telecom_topup,2,BD,BD,N,1,49.21,15,in store purchase,0
TX-100804,2026-08-24 12:19:53,AC-4755,22.66,wallet,Meridian Retail,travel,1,GB,GB,N,6,15.1,529,in store purchase,0
TX-100805,2026-09-04 21:39:51,AC-4743,4.18,card_not_present,Halcyon Exchange,travel,3,GB,GB,N,10,5,78,recurring subscription renewal,0
TX-100806,2026-09-03 12:14:49,AC-4865,45.57,wire_transfer,Vireo Supply,fuel,63,GB,US,N,1,40.26,1221,payroll credit,0
TX-100807,2026-08-20 17:13:29,AC-4615,45.92,card_present,Tindal Supply,travel,1,DE,GB,Y,1,40.55,238,in store purchase,0
TX-100808,2026-09-03 08:07:30,AC-4784,22.88,card_present,Nexa Exchange,restaurant,1,BD,BD,Y,5,23,52,regular vendor payment,0
TX-100809,2026-08-18 16:29:09,AC-4011,164.84,wallet,Meridian Exchange,utilities,55,GB,GB,N,1,37.76,33,fuel top up,0
TX-100810,2026-09-07 14:04:37,AC-4699,61.43,atm,Verdant Exchange,crypto_exchange,48,GB,GB,N,3,55.14,11,fuel top up,0
TX-100811,2026-09-14 23:36:37,AC-4428,89.48,wallet,Tindal Supply,pharmacy,16,GB,GB,Y,13,11.91,63,payroll credit,0
TX-100812,2026-08-21 05:50:41,AC-4247,22.82,wallet,Pallas Exchange,money_transfer,5,RU,GB,N,1,30.12,7,in store purchase,1
TX-100813,2026-09-09 18:25:02,AC-4112,50.58,atm,Mistral Trading,gift_cards,9,GB,GB,N,11,41.22,35,in store purchase,0
TX-100814,2026-08-28 12:24:27,AC-4626,14.54,card_not_present,Tindal Labs,gift_cards,126,US,US,N,1,15.56,26,regular vendor payment,0
TX-100815,2026-08-23 20:55:43,AC-4151,8.58,wallet,Halcyon Supply,electronics,3,GB,BD,Y,5,8.12,194,monthly utility bill,0
TX-100816,2026-09-10 13:27:24,AC-4145,16.83,card_present,Corvid Digital,fuel,4,GB,GB,N,2,28.28,737,grocery basket,0
TX-100817,2026-08-25 07:42:30,AC-4405,13.26,card_present,Kestrel Digital,gift_cards,8,DE,US,N,14,18.51,93,monthly utility bill,0
TX-100818,2026-09-06 17:15:06,AC-4266,108.64,wire_transfer,Larkspur Supply,telecom_topup,1,AE,US,N,4,88.02,152,in store purchase,0
TX-100819,2026-08-18 15:39:04,AC-4690,62.92,wallet,Pallas Exchange,electronics,2,GB,GB,N,1,48.01,681,monthly utility bill,0
TX-100820,2026-09-10 22:56:40,AC-4573,27.67,atm,Vireo Exchange,utilities,13,BD,BD,N,8,21.14,49,in store purchase,0
TX-100821,2026-08-20 19:47:26,AC-4566,110.14,card_present,Corvid Trading,crypto_exchange,72,US,US,N,4,65.9,151,regular vendor payment,0
TX-100822,2026-09-08 20:06:50,AC-4512,8.2,atm,Nexa Labs,telecom_topup,4,BD,BD,N,6,6.98,14,in store purchase,0
TX-100823,2026-09-13 02:48:11,AC-4884,8.7,wallet,Orbit Retail,gift_cards,1467,GB,GB,N,10,13.27,77,fuel top up,0
TX-100824,2026-08-17 06:35:48,AC-4198,30.4,wallet,Nexa Labs,fuel,53,US,US,N,10,22.25,468,regular vendor payment,0
TX-100825,2026-08-17 09:48:19,AC-4154,26.27,card_present,Corvid Group,grocery,15,GB,GB,N,1,16.01,233,grocery basket,0
TX-100826,2026-09-14 18:11:10,AC-4144,57.01,card_present,Kestrel Mart,electronics,11,MY,BD,N,6,40.66,72,grocery basket,0
TX-100827,2026-09-09 19:43:00,AC-4107,22.04,atm,Kestrel Labs,grocery,23,BD,BD,Y,1,29.89,7,regular vendor payment,0
TX-100828,2026-09-08 13:29:17,AC-4312,393.33,card_not_present,Pallas Exchange,restaurant,2,BD,BD,N,15,43.59,1046,in store purchase,0
TX-100829,2026-09-11 02:57:25,AC-4365,31.2,card_present,Hollow Mart,money_transfer,1096,US,US,N,3,34.74,9,recurring subscription renewal,0
TX-100830,2026-08-26 13:53:04,AC-4596,22.51,atm,Aster Group,crypto_exchange,250,RU,US,N,4,19.54,18,regular vendor payment,0
TX-100831,2026-09-14 16:40:03,AC-4281,14.76,card_not_present,Tindal Mart,travel,9,US,US,Y,2,10.64,13,grocery basket,0
TX-100832,2026-08-24 19:25:11,AC-4446,11.98,wire_transfer,Vireo Labs,utilities,61,GB,GB,N,1,16.64,468,regular vendor payment,0
TX-100833,2026-09-15 18:06:58,AC-4403,3.14,card_present,Halcyon Retail,money_transfer,1592,RU,GB,N,1,5.51,9,monthly utility bill,0
TX-100834,2026-09-11 18:54:02,AC-4138,47.59,atm,Pallas Group,travel,14,BD,BD,Y,1,42.75,195,monthly utility bill,0
TX-100835,2026-09-02 09:47:23,AC-4293,95.34,card_not_present,Mistral Digital,restaurant,167,BD,BD,N,6,139.55,105,payroll credit,0
TX-100836,2026-08-20 01:57:51,AC-4328,29.67,card_not_present,Nexa Digital,utilities,3,US,US,N,2,36.63,1258,payroll credit,0
TX-100837,2026-08-27 18:33:38,AC-4038,20.88,card_not_present,Pallas Exchange,money_transfer,14,GB,GB,N,10,20.14,49,recurring subscription renewal,0
TX-100838,2026-09-14 15:28:47,AC-4165,35.81,wire_transfer,Nexa Mart,gift_cards,31,BD,BD,N,7,36.31,743,regular vendor payment,0
TX-100839,2026-09-11 21:18:14,AC-4063,21.05,card_present,Vireo Exchange,apparel,833,GB,GB,N,1,15.85,769,fuel top up,0
TX-100840,2026-08-25 12:48:00,AC-4109,1.89,atm,Vireo Labs,crypto_exchange,3,US,BD,N,15,22.1,509,regular vendor payment,0
TX-100841,2026-09-08 05:02:26,AC-4149,491.56,wallet,Pallas Supply,utilities,1264,BD,BD,N,1,68.43,65,recurring subscription renewal,0
TX-100842,2026-09-11 07:08:21,AC-4735,49.14,card_present,Meridian Retail,gift_cards,19,GB,GB,N,6,45.3,492,in store purchase,0
TX-100843,2026-08-17 16:13:11,AC-4165,9.86,wallet,Tindal Mart,fuel,3,US,US,N,1,13.48,34,recurring subscription renewal,0
TX-100844,2026-09-03 13:49:18,AC-4439,63.17,wallet,Larkspur Retail,telecom_topup,4,US,US,N,14,55.94,25,regular vendor payment,0
TX-100845,2026-09-11 15:23:34,AC-4605,106.49,card_not_present,Verdant Mart,electronics,38,US,US,N,6,101.08,331,fuel top up,0
TX-100846,2026-08-24 23:11:51,AC-4014,14.75,card_present,Orbit Trading,grocery,12,GB,GB,N,1,20.23,290,regular vendor payment,0
TX-100847,2026-09-02 06:29:31,AC-4611,12.72,wire_transfer,Meridian Trading,grocery,318,US,US,N,3,9.66,1309,regular vendor payment,0
TX-100848,2026-09-08 15:16:09,AC-4890,26.98,card_present,Orbit Trading,utilities,517,US,US,N,9,7.74,24,fuel top up,0
TX-100849,2026-08-20 19:18:36,AC-4258,26.13,wire_transfer,Tindal Exchange,grocery,36,BD,BD,N,4,27.04,476,in store purchase,0
TX-100850,2026-09-02 09:21:40,AC-4273,9.52,wallet,Mistral Labs,utilities,1,GB,US,Y,11,17.74,6,regular vendor payment,0
TX-100851,2026-09-05 11:39:22,AC-4704,3.36,card_present,Pallas Trading,money_transfer,22,GB,GB,N,5,13.87,15,recurring subscription renewal,0
TX-100852,2026-09-05 15:59:10,AC-4862,6.65,card_present,Tindal Labs,money_transfer,15,BD,BD,N,1,7.93,59,payroll credit,0
TX-100853,2026-09-14 18:56:45,AC-4673,40.45,atm,Verdant Trading,electronics,17,BD,BD,N,1,29.52,7,fuel top up,0
TX-100854,2026-08-25 23:03:58,AC-4377,87.13,wallet,Aster Group,electronics,1,IN,GB,N,12,68.95,180,fuel top up,0
TX-100855,2026-09-09 09:27:30,AC-4684,6.51,card_present,Corvid Trading,grocery,76,US,US,N,4,7.45,55,recurring subscription renewal,0
TX-100856,2026-09-15 16:09:42,AC-4415,3.4,atm,Tindal Supply,electronics,128,GB,GB,N,12,5,28,regular vendor payment,0
TX-100857,2026-09-12 20:03:37,AC-4084,5.82,wallet,Quarry Group,restaurant,23,BD,BD,N,12,8.72,8,fuel top up,0
TX-100858,2026-08-28 20:49:58,AC-4819,30.46,wire_transfer,Halcyon Mart,apparel,3,US,GB,Y,14,42.68,155,monthly utility bill,0
TX-100859,2026-08-17 21:38:14,AC-4539,30.93,wallet,Larkspur Labs,utilities,3,BD,BD,N,11,18.41,6,regular vendor payment,0
TX-100860,2026-09-14 13:44:36,AC-4557,63.82,card_not_present,Hollow Exchange,pharmacy,146,BD,BD,N,1,105.95,56,grocery basket,0
TX-100861,2026-09-06 02:57:06,AC-4678,13.02,card_present,Mistral Trading,fuel,3,GB,GB,N,2,11.09,194,grocery basket,0
TX-100862,2026-09-14 19:32:44,AC-4797,18.53,card_not_present,Aster Trading,utilities,43,BD,BD,N,5,24.6,259,regular vendor payment,0
TX-100863,2026-09-14 23:58:27,AC-4250,30.75,card_present,Halcyon Trading,apparel,2,GB,GB,Y,1,27.06,21,regular vendor payment,0
TX-100864,2026-09-14 10:25:48,AC-4382,35.56,atm,Verdant Mart,travel,116,BD,BD,Y,1,36.27,186,grocery basket,0
TX-100865,2026-09-09 16:15:11,AC-4813,13.62,card_present,Nexa Retail,money_transfer,11,BD,BD,N,1,14.26,178,recurring subscription renewal,0
TX-100866,2026-08-25 04:46:40,AC-4744,4.83,card_not_present,Quarry Digital,electronics,144,BD,BD,N,1,9.8,1191,in store purchase,0
TX-100867,2026-09-09 09:05:04,AC-4773,19.04,card_not_present,Kestrel Digital,fuel,370,DE,GB,N,2,17.3,136,grocery basket,0
TX-100868,2026-08-17 18:41:11,AC-4760,14.11,card_present,Nexa Group,fuel,1289,US,US,Y,1,27.51,35,in store purchase,0
TX-100869,2026-08-23 09:31:41,AC-4020,17.61,card_not_present,Verdant Digital,crypto_exchange,15,BD,BD,N,12,14.06,342,recurring subscription renewal,0
TX-100870,2026-08-27 03:26:47,AC-4500,147.04,atm,Meridian Trading,telecom_topup,5,BD,BD,N,9,23.4,338,grocery basket,0
TX-100871,2026-09-16 18:35:18,AC-4702,46.62,card_not_present,Orbit Supply,apparel,8,NG,US,N,1,40.16,22,regular vendor payment,0
TX-100872,2026-09-11 19:39:47,AC-4200,37.73,wallet,Vireo Labs,apparel,168,GB,GB,N,1,43.5,229,recurring subscription renewal,0
TX-100873,2026-08-19 14:04:17,AC-4297,74.46,atm,Pallas Labs,money_transfer,990,GB,GB,Y,11,90.62,26,in store purchase,0
TX-100874,2026-09-14 16:51:31,AC-4502,2.55,card_present,Pallas Trading,fuel,716,GB,GB,N,3,6.63,40,fuel top up,0
TX-100875,2026-08-30 11:47:11,AC-4534,20.03,card_present,Halcyon Labs,restaurant,902,RU,BD,N,11,29.54,877,regular vendor payment,0
TX-100876,2026-08-17 04:39:52,AC-4658,21.23,card_present,Vireo Retail,telecom_topup,40,US,US,N,2,16.51,50,payroll credit,0
TX-100877,2026-09-09 22:25:31,AC-4222,22.18,card_present,Halcyon Trading,electronics,1183,GB,GB,N,13,16.35,761,fuel top up,0
TX-100878,2026-08-22 23:35:34,AC-4523,8.36,card_present,Pallas Exchange,gift_cards,79,GB,GB,N,3,13.08,633,regular vendor payment,0
TX-100879,2026-09-14 19:05:20,AC-4289,27.01,card_present,Nexa Trading,travel,31,GB,GB,N,10,37.54,59,recurring subscription renewal,0
TX-100880,2026-08-19 13:43:29,AC-4111,125.09,wire_transfer,Corvid Retail,fuel,163,GB,GB,N,11,139.58,17,in store purchase,0
TX-100881,2026-09-03 16:13:06,AC-4314,25.72,atm,Mistral Supply,crypto_exchange,7,BD,BD,N,1,25.07,21,recurring subscription renewal,0
TX-100882,2026-09-05 06:13:10,AC-4504,4.58,wallet,Corvid Mart,apparel,4,BD,BD,N,2,5.12,6,payroll credit,0
TX-100883,2026-09-15 10:32:09,AC-4589,20.05,wire_transfer,Nexa Supply,pharmacy,425,GB,GB,N,1,13.93,89,monthly utility bill,0
TX-100884,2026-08-25 10:19:08,AC-4755,6.98,card_present,Kestrel Digital,telecom_topup,36,BD,BD,Y,11,6.3,149,grocery basket,0
TX-100885,2026-09-14 18:33:20,AC-4115,27.4,card_not_present,Quarry Trading,utilities,396,GB,GB,Y,10,16.75,25,grocery basket,0
TX-100886,2026-08-29 23:54:23,AC-4414,9.11,atm,Orbit Digital,restaurant,2,NG,BD,Y,11,8.47,40,recurring subscription renewal,0
TX-100887,2026-08-26 17:43:32,AC-4305,13.65,wire_transfer,Aster Exchange,crypto_exchange,2,GB,GB,N,1,14.83,397,recurring subscription renewal,0
TX-100888,2026-09-05 09:06:31,AC-4643,51.42,wire_transfer,Larkspur Trading,gift_cards,2,GB,GB,N,1,34.54,7,monthly utility bill,0
TX-100889,2026-08-23 19:52:37,AC-4742,20.24,card_present,Meridian Mart,electronics,61,DE,BD,Y,6,14.22,7,in store purchase,0
TX-100890,2026-09-04 14:33:56,AC-4416,14.64,atm,Quarry Exchange,utilities,86,MY,US,Y,15,20.32,33,grocery basket,0
TX-100891,2026-09-02 08:57:09,AC-4556,7.6,card_not_present,Tindal Labs,grocery,1,RU,US,N,1,12.62,23,grocery basket,0
TX-100892,2026-09-05 06:32:19,AC-4279,13.65,atm,Kestrel Retail,pharmacy,23,RU,BD,N,5,25.65,459,grocery basket,0
TX-100893,2026-09-14 23:18:29,AC-4885,9.7,wallet,Kestrel Exchange,telecom_topup,727,GB,GB,N,6,6.88,23,grocery basket,0
TX-100894,2026-09-13 12:57:38,AC-4158,13.06,card_not_present,Verdant Group,apparel,11,BD,BD,N,1,8.95,11,recurring subscription renewal,0
TX-100895,2026-08-31 16:59:19,AC-4249,1.75,wallet,Larkspur Mart,grocery,53,BD,BD,N,1,5,31,payroll credit,0
TX-100896,2026-09-12 15:08:43,AC-4725,35.32,wallet,Meridian Group,pharmacy,4,BD,GB,Y,1,48.63,9,grocery basket,0
TX-100897,2026-08-29 05:24:16,AC-4474,17.2,card_present,Quarry Digital,electronics,14,GB,GB,Y,15,18.47,162,grocery basket,0
TX-100898,2026-08-31 06:09:19,AC-4755,25.49,wallet,Aster Labs,restaurant,3,US,US,N,14,17.94,7,payroll credit,0
TX-100899,2026-09-03 17:22:23,AC-4381,9.64,wallet,Kestrel Labs,restaurant,1457,GB,GB,N,11,14.19,320,fuel top up,0
